PM,CNS3,RAJ2000,DEJ2000,pmRA,pmDE,Xray,HR1,FUV,NUV,Vmag,n_Vmag,Jmag,Hmag,Kmag,Obs,Date,CaH2,CaH3,TiO5,VO1,TiO6,VO2,Mst,SpT,zeta,logg,Teff,P,M,plx,e_plx,plx2,e_plx2,plx3,e_plx3,Uvel,Vvel,Wvel,EWHa,H,X,U,LSPM,2M,SimbadName
I12576+3513E,Gl  490  A,194.417801,35.225014,-0.264,-0.176,0.838,-0.22,19.42,17.66,10.57,T,7.4,6.73,6.55,UH22,5643.09,0.625,0.8,0.712,0.955,0.875,0.916,1.21,M1.0,0.94,4.5,3580,P,M,0.0519,0.003,0.058,0.016,0.057,0.017,-11.2,-26.6,,-1.05,Y,,Y,1,2M,PM J12576+3513E
I12576+3513W,Gl  490  B,194.41391,35.22192,-0.264,-0.176,0.838,-0.22,20.39,19.53,13.22,T,8.87,8.28,8.02,MDM,5691.75,0.383,0.648,0.388,0.918,0.675,0.731,4.28,M4.5,0.96,5.0,3150,P,M,0.0521,0.0104,0.071,0.028,0.057,0.017,-11.2,-26.5,,-4.27,Y,Y,Y,1,2M,PM J12576+3513W
I12583+4033,,194.590179,40.5564,0.218,-0.142,,,,,11.83,T,8.7,8.11,7.94,UH22,5643.09,0.602,0.823,0.644,0.963,0.853,0.92,1.41,M1.5,1.16,5.0,3540,,,0.0228,0.0043,0.033,0.009,0.031,0.009,53.8,1.4,,0.28,,,,1,2M,PM J12583+4033
I13005+0541,Gl  493.1,195.139679,5.685554,-0.925,0.223,0.14,-0.16,19.11,18.5,13.68,P,8.55,7.97,7.66,UH22,5679.89,0.359,0.628,0.346,0.889,0.574,0.727,4.8,M5.0,0.98,4.5,2950,P,,0.1231,0.0246,0.098,0.039,0.098,0.029,-33.9,-13.2,,-3.24,Y,,Y,1,2M,PM J13005+0541
I13007+1222,Gl  494,195.194183,12.375726,-0.619,-0.017,1.57,-0.01,18.47,16.86,9.76,T,6.44,5.79,5.58,MDM,4954.75,0.564,0.776,0.659,0.98,0.857,0.956,1.73,M1.5,0.91,4.5,3570,P,,0.0855,0.0015,0.102,0.027,0.098,0.029,-27.9,-19.9,,-1.96,Y,,Y,1,2M,PM J13007+1222
I13019+3335,,195.485413,33.590363,-0.406,-0.144,,,,21.38,12.33,P,8.97,8.37,8.17,MDM,5292.83,0.633,0.817,0.72,0.997,0.889,0.956,1.01,M1.0,0.98,4.5,3560,,,,,0.027,0.007,0.031,0.009,-45.0,-61.0,,0.59,,,,1,2M,PM J13019+3335
I13047+5554,Gl 497 A,196.194199,55.902798,-0.167,0.032,,,21.75,19.58,10.7,T,7.85,7.21,7.02,MDM,4951.76,0.696,0.859,0.791,0.969,0.929,0.946,0.26,M0.5,1.01,4.5,3700,,,0.0306,0.0023,0.039,0.01,0.038,0.011,-23.9,-11.1,,0.56,,,,1,2M,PM J13047+5554
I13054+3708,GJ 3760,196.374542,37.136314,-0.304,-0.202,,,,,11.74,T,8.22,7.61,7.35,UH22,4927.98,0.517,0.764,0.564,0.946,0.816,0.914,2.33,M2.5,1.02,5.0,3500,P,,0.0405,0.0053,0.052,0.014,0.049,0.014,-15.9,-39.2,,0.4,,,,1,2M,PM J13054+3708
I13062+2043,Gl  499  A,196.563919,20.729017,-0.044,0.086,0.151,-0.4,20.45,17.6,9.72,T,6.82,6.21,6.04,UH22,5671.91,0.842,0.917,0.933,0.988,0.992,0.985,-1.07,K7.0,,4.5,4070,P,M,0.0532,0.0017,0.05,0.013,0.063,0.019,-7.5,4.1,,0.54,,,,0,2M,PM J13062+2043
I13084+1658,Wo  9428,197.103134,16.971907,-0.104,-0.037,,,,21.9,11.83,T,8.49,7.86,7.67,UH22,5697.79,0.571,0.786,0.66,0.958,0.888,0.944,1.52,M1.5,0.94,4.5,3510,P,,0.0395,0.0032,0.038,0.01,0.038,0.011,-7.8,-10.7,,0.33,,,,0,2M,PM J13084+1658
I13087+6316,,197.192429,63.273876,-0.127,0.104,,,,20.41,11.87,P,8.89,8.2,8.03,MDM,4951.77,0.643,0.844,0.75,0.96,0.939,0.93,0.53,M0.5,0.97,4.5,3640,,,,,0.025,0.007,0.026,0.008,-29.2,-1.1,,0.47,,,,1,2M,PM J13087+6316
I13089+4904,GJ 3765,197.231705,49.080406,-0.105,0.06,,,23.54,20.39,11.26,T,7.9,7.3,7.09,UH22,5972.09,0.621,0.822,0.722,0.965,0.913,0.943,0.91,M1.0,0.95,4.5,3500,P,,,,0.043,0.012,0.051,0.015,-13.1,-1.7,,0.4,,,,0,2M,PM J13089+4904
I13130+2011,GJ 1168,198.269836,20.19072,-0.605,0.151,,,,22.67,13.09,P,8.87,8.25,8.02,MDM,4108.97,0.439,0.715,0.428,0.966,0.683,0.816,3.59,M3.5,1.07,5.0,3300,P,,,,0.056,0.022,0.053,0.016,-51.2,-20.1,,0.45,,,,1,2M,PM J13130+2011
I13142+7914,,198.564774,79.24678,-0.243,-0.162,,,,20.79,11.71,T,8.6,7.95,7.78,MDM,4951.78,0.631,0.827,0.695,0.969,0.87,0.961,1.11,M1.0,1.09,4.5,3570,,M,,,0.033,0.009,0.032,0.009,-18.9,,21.7,0.51,,,,1,2M,PM J13142+7914
I13168+2310,GJ 3774,199.221085,23.168583,0.281,-0.075,,,,20.51,11.42,P,8.42,7.74,7.59,MDM,3764.08,0.574,0.794,0.668,0.921,0.857,0.906,1.58,M1.5,0.94,4.5,3460,P,,,,0.039,0.011,0.032,0.009,39.8,15.2,,0.29,,,,1,2M,PM J13168+2310
I13173+5739,,199.334122,57.650417,-0.164,0.058,,,,20.18,11.78,T,8.85,8.22,8.04,MDM,2453.64,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,1,2M,PM J13173+5739
I13179+3617,GJ 1170,199.493332,36.299183,-0.072,-0.337,,,,20.52,11.28,T,8.11,7.52,7.35,UH22,5643.1,0.62,0.84,0.666,0.967,0.874,0.936,1.12,M1.0,1.2,4.5,3590,P,,0.0464,0.0021,0.041,0.011,0.041,0.012,14.5,-31.5,,0.51,,,,1,2M,PM J13179+3617
I13180+0214,GJ 3775,199.507446,2.233663,-0.353,-0.055,,,,22.42,13.2,P,8.79,8.21,7.92,MDM,3766.02,0.429,0.704,0.431,0.9,0.697,0.819,3.65,M3.5,1.02,5.0,3280,P,,,,0.059,0.024,0.061,0.018,-19.8,-19.2,,0.48,,,,1,2M,PM J13180+0214
I13195+3506E,Gl  507  B,199.894531,35.107151,0.38,-0.783,,,,22.32,12.03,T,8.29,7.74,7.52,MDM,5688.8,0.454,0.715,0.495,0.946,0.788,0.811,3.07,M3.0,0.97,5.0,3400,P,M,0.0641,0.0116,0.063,0.025,0.053,0.016,57.1,-29.3,,0.4,,,,1,2M,PM J13195+3506E
I13195+3506W,Gl  507  A,199.889893,35.110264,0.388,-0.779,,,22.26,18.77,9.48,T,6.38,5.79,5.56,UH22,5643.1,0.636,0.825,0.729,0.97,0.912,0.948,0.84,M1.0,0.98,4.5,3550,P,,0.0754,0.0015,0.085,0.023,0.088,0.026,48.8,-24.4,,0.48,,,,1,2M,PM J13195+3506W
I13196+3320,Gl  507.1,199.917236,33.346546,-0.299,-0.144,,,22.28,19.64,10.62,T,7.27,6.64,6.39,MDM,4954.76,0.543,0.778,0.619,0.974,0.843,0.931,1.93,M2.0,0.97,4.5,3520,P,,0.0589,0.0015,0.073,0.02,0.068,0.02,-12.4,-23.3,,0.43,,,,1,2M,PM J13196+3320
I13207+1052,,200.182678,10.875947,-0.224,-0.182,,,,20.28,11.62,T,8.61,7.98,7.74,UH22,4927.98,0.653,0.831,0.746,0.967,0.929,0.98,0.64,M0.5,0.98,4.5,3610,,,0.0278,0.0033,0.029,0.008,0.03,0.009,-13.8,-47.0,,0.49,,,,1,2M,PM J13207+1052
I13209+3416,Gl  508.2,200.241791,34.278984,0.486,-0.297,,,,20.12,10.62,T,7.4,6.79,6.55,UH22,5643.11,0.6,0.821,0.651,0.965,0.878,0.932,1.31,M1.5,1.13,5.0,3540,P,,0.0623,0.0018,0.059,0.016,0.059,0.017,43.1,3.9,,0.45,,,,1,2M,PM J13209+3416
I13215+0332,,200.375214,3.549792,0.1,0.176,,,,21.35,12.23,P,8.88,8.31,8.05,UH22,5672.89,0.624,0.823,0.729,0.966,0.923,0.949,0.83,M1.0,0.94,4.5,3500,,,,,0.027,0.007,0.032,0.01,-1.6,34.0,,0.51,,,,1,2M,PM J13215+0332
I13215+0345,GJ 3778,200.396866,3.765309,-0.487,-0.038,,,,21.15,12.13,P,8.53,7.93,7.68,MDM,3766.02,0.547,0.776,0.625,0.935,0.846,0.93,1.91,M2.0,0.96,4.5,3460,P,,,,0.041,0.011,0.044,0.013,-43.2,-36.9,,0.55,,,,1,2M,PM J13215+0345
I13220+0410,,200.522781,4.17461,-0.032,0.144,,,,19.79,11.47,T,8.76,8.15,7.98,UH22,5967.07,0.784,0.902,0.884,0.987,0.982,0.972,-0.68,K7.5,0.93,4.5,3860,,,,,0.022,0.006,0.023,0.007,-21.8,20.2,,0.37,,,,0,2M,PM J13220+0410
I13229+2428,GJ 3779,200.736404,24.467625,-0.611,-0.86,,,,,13.04,P,8.73,8.16,7.96,UH22,5671.92,0.406,0.704,0.389,0.909,0.658,0.761,3.93,M4.0,1.07,4.5,3130,P,,0.0731,0.0146,0.067,0.027,0.06,0.018,1.3,-68.4,,0.26,,,,1,2M,PM J13229+2428
I13238+1113E,,200.971558,11.232349,-0.355,0.068,,,,19.88,11.24,T,8.46,8.05,7.72,UH22,5344.89,0.764,0.887,0.864,1.001,0.98,0.983,-0.5,K7.5,0.94,5.0,3850,,,0.0243,0.004,0.025,0.007,0.027,0.008,-62.4,-30.5,,0.61,,,,2,2M,PM J13238+1113E
I13239+6927,,200.983368,69.451736,0.051,-0.17,,,,20.62,11.49,T,8.43,7.78,7.61,MDM,2456.66,0.766,0.873,0.838,0.991,0.931,1.07,-0.12,M0.0,1.07,5.0,3900,,,,,0.028,0.007,0.033,0.01,21.9,-10.7,,0.6,,,,1,2M,PM J13239+6927
I13254+3743,,201.368103,37.719433,-0.2,0.064,0.0342,-0.14,22.21,19.41,11.11,T,8.27,7.63,7.43,UH22,5643.12,0.736,0.87,0.843,0.981,0.967,0.982,-0.22,M0.0,0.91,4.5,3840,,,0.031,0.0022,0.029,0.008,0.031,0.009,-30.2,-10.6,,0.54,,,,1,2M,PM J13254+3743
I13282+3002,,202.074036,30.046137,-0.185,-0.185,,,,19.91,11.21,T,8.38,7.72,7.54,UH22,5643.13,0.742,0.878,0.799,0.974,0.937,0.952,-0.02,M0.0,1.24,5.0,3900,,,0.0196,0.0017,0.029,0.008,0.029,0.009,-8.1,-62.2,,0.45,,,,1,2M,PM J13282+3002
I13293+1126,Gl  513,202.338821,11.440722,0.348,-1.19,,,23.51,21.74,11.96,P,8.37,7.82,7.53,MDM,4954.77,0.453,0.74,0.46,0.946,0.708,0.882,3.26,M3.5,1.07,5.0,3450,,,0.0629,0.0126,0.064,0.026,0.047,0.014,70.0,-55.1,,0.58,,,,1,2M,PM J13293+1126
I13299+1022,Gl  514,202.498947,10.377311,1.128,-1.074,,,,18.34,9.05,T,5.9,5.3,5.04,UH22,5956.1,0.607,0.815,0.697,0.962,0.899,0.945,1.12,M1.0,0.98,4.5,3630,,,0.1306,0.001,0.113,0.031,0.113,0.033,53.4,-6.1,,0.42,,,,1,2M,PM J13299+1022
I13317+2916,GJ 3789,202.94426,29.276875,-0.235,-0.137,0.41,-0.32,19.47,17.93,12.27,T,7.56,7.0,6.72,MDM,4952.77,0.379,0.659,0.384,0.909,0.649,0.744,4.31,M4.5,0.98,5.0,3150,P,M,,,0.13,0.052,0.126,0.037,-3.8,-9.4,,-7.51,Y,,Y,1,2M,PM J13317+2916
I13318+2323,GJ 3790,202.960785,23.389038,-0.275,0.05,,,,,12.12,T,8.61,8.0,7.82,MDM,3765.08,0.507,0.77,0.559,0.926,0.791,0.911,2.43,M2.5,1.02,5.0,3550,P,,,,0.045,0.012,0.04,0.012,-28.8,-14.8,,0.27,,,,1,2M,PM J13318+2323
I13319+3108,Wo  9448 A,202.992737,31.134598,-0.133,0.016,,,21.95,19.24,10.44,T,7.56,6.94,6.77,UH22,5643.12,0.701,0.849,0.8,0.975,0.954,0.977,0.15,M0.0,0.95,4.5,3700,P,,0.0312,0.0026,0.043,0.012,0.044,0.013,-17.3,-10.3,,0.42,,,,0,2M,PM J13319+3108
I13327+1648N,Gl  516  AB,203.18576,16.810877,0.253,-0.222,,,,,11.38,T,7.64,7.07,6.83,UH22,5672.89,0.481,0.735,0.534,0.945,0.79,0.857,2.77,M3.0,0.96,5.0,3420,P,,0.0784,0.0199,0.077,0.031,0.072,0.021,19.7,-1.5,,0.04,,,,2,2M,PM J13327+1648N
I13332+1039,,203.322281,10.653233,-0.15,0.046,,,,19.75,11.41,T,8.69,8.07,7.9,UH22,5672.89,0.835,0.91,0.892,0.986,0.977,0.967,-0.83,K7.0,1.12,4.5,4160,,,,,0.022,0.006,0.024,0.007,-31.0,-11.9,,0.71,,,,1,2M,PM J13332+1039
I13343+0440,GJ 1172,203.589569,4.667417,0.154,-0.124,,,21.98,18.56,9.95,T,7.21,6.56,6.34,MDM,4954.78,0.738,0.871,0.799,0.999,0.948,1.029,-0.03,M0.0,1.19,5.0,3860,P,,0.0469,0.0015,0.049,0.013,0.047,0.014,18.6,-0.2,,0.74,,,,1,2M,PM J13343+0440
I13352+3010,,203.817169,30.182409,-0.001,-0.091,,,,20.41,11.64,T,8.76,8.14,7.91,UH22,5643.13,0.695,0.855,0.787,0.974,0.941,0.971,0.23,M0.0,1.02,4.5,3660,,,,,0.025,0.007,0.025,0.007,10.5,-13.5,,0.55,,,,0,2M,PM J13352+3010
I13358+1441,,203.961441,14.686614,-0.017,-0.261,,,,21.99,12.37,P,8.64,8.0,7.8,MDM,3767.06,0.499,0.764,0.512,0.938,0.762,0.934,2.69,M2.5,1.1,5.0,3530,,,,,0.048,0.019,0.045,0.013,14.2,-22.7,,0.47,,,,1,2M,PM J13358+1441
I13361+7701,,204.043518,77.022804,-0.221,0.016,,,22.04,20.59,12.23,P,8.92,8.24,8.06,MDM,5690.76,0.672,0.83,0.759,0.985,0.941,0.945,0.5,M0.5,0.98,4.5,3650,,M,,,0.025,0.007,0.031,0.009,-34.4,,5.0,0.35,,,,1,2M,PM J13361+7701
I13369+2258,GJ 3794,204.230103,22.966944,0.106,-0.16,,,,21.73,12.86,P,8.98,8.43,8.14,UH22,5643.15,0.492,0.741,0.554,0.947,0.796,0.889,2.63,M2.5,0.95,4.5,3440,P,,,,0.04,0.016,0.042,0.012,20.1,-7.0,,0.68,,,,1,2M,PM J13369+2258
I13374+3543,Gl  519,204.369812,35.717773,0.32,-0.059,,,,,9.06,T,6.26,5.66,5.49,MDM,4954.79,0.768,0.885,0.875,0.995,0.947,1.007,-0.35,K7.5,0.87,5.0,3860,P,,0.0914,0.0012,0.072,0.019,0.076,0.022,14.8,7.8,,0.59,,,,1,2M,PM J13374+3543
I13378+4808,Gl  520  A,204.463486,48.138096,-0.234,-0.139,0.0304,-0.74,,18.32,9.77,T,6.94,6.34,6.14,UH22,5640.03,0.729,0.867,0.833,0.977,0.955,0.979,-0.1,M0.0,0.94,4.5,3750,P,,0.0452,0.0018,0.055,0.015,0.057,0.017,-9.8,-25.1,,0.33,,,,1,2M,PM J13378+4808
I13386+2549,GJ 3795,204.654373,25.830427,-0.584,0.076,,,,21.17,12.7,P,8.75,8.12,7.89,UH22,5643.14,0.474,0.752,0.483,0.947,0.746,0.848,2.96,M3.0,1.09,5.0,3400,P,,,,0.049,0.02,0.049,0.014,-48.4,-28.9,,0.4,,,Y,1,2M,PM J13386+2549
I13394+4611,Gl  521,204.850433,46.18644,-0.043,0.391,,,,19.93,10.24,T,7.05,6.51,6.28,UH22,5640.03,0.598,0.829,0.638,0.967,0.872,0.928,1.32,M1.5,1.19,5.0,3600,P,,0.0769,0.0016,0.07,0.019,0.068,0.02,-17.4,15.4,,0.45,,,,1,2M,PM J13394+4611
I13401+4346,GJ 1174,205.036758,43.77729,-1.087,0.307,,,,22.69,12.85,P,8.54,8.02,7.74,UH22,5640.04,0.422,0.692,0.426,0.927,0.714,0.811,3.7,M3.5,1.01,5.0,3230,P,,0.0627,0.0125,0.068,0.027,0.065,0.019,-78.0,-33.6,,0.54,,,,1,2M,PM J13401+4346
I13414+4854,,205.365219,48.912743,0.112,-0.158,,,,,13.27,P,9.0,8.45,8.19,UH22,5955.04,0.44,0.708,0.462,0.926,0.737,0.838,3.4,M3.5,0.99,5.0,3260,,,,,0.05,0.02,0.052,0.015,17.1,-3.6,,0.3,,,,1,2M,PM J13414+4854
I13415+1449,GJ 3799,205.382874,14.824157,-0.271,0.052,,,,20.98,11.97,P,8.85,8.21,7.98,MDM,3767.07,0.595,0.795,0.68,0.951,0.869,0.988,1.43,M1.5,0.96,4.5,3570,P,,,,0.031,0.008,0.028,0.008,-39.6,-20.9,,0.44,,,,1,2M,PM J13415+1449
I13417+5815,,205.442993,58.255478,0.066,-0.051,0.0697,-0.2,21.59,20.15,12.64,P,8.73,8.17,7.88,MDM,5292.85,0.447,0.708,0.48,0.947,0.74,0.838,3.32,M3.5,0.97,5.0,3380,,,,,0.055,0.022,0.048,0.014,8.1,0.9,,-1.61,Y,,Y,0,2M,PM J13417+5815
I13427+3317,GJ 3801,205.680313,33.290199,-0.111,-0.707,,,,21.91,12.03,T,7.79,7.21,6.98,MDM,4955.77,0.414,0.694,0.408,0.932,0.688,0.803,3.83,M4.0,1.03,5.0,3280,P,,0.1078,0.0032,0.1,0.04,0.089,0.026,16.1,-26.7,,0.62,,,,1,2M,PM J13427+3317
I13434+1106,,205.853943,11.11224,0.074,-0.129,,,,,11.96,T,8.43,7.75,7.57,UH22,5697.79,0.658,0.83,0.746,0.967,0.925,0.968,0.64,M0.5,0.99,4.5,3600,,,,,0.032,0.009,0.044,0.013,19.1,-8.2,,0.54,,,,0,2M,PM J13434+1106
I13444+5141S,GJ 3803 AB,206.117935,51.685738,-0.751,0.005,,,,,12.75,P,8.99,8.48,8.25,MDM,5293.85,0.503,0.746,0.551,0.966,0.82,0.896,2.49,M2.5,0.99,5.0,3530,P,,0.0411,0.0082,0.038,0.01,0.039,0.012,-66.2,-53.1,,0.47,,,,1,2M,PM J13444+5141S
I13444+6827,,206.122223,68.463959,-0.271,0.045,,,,,11.62,T,8.85,8.18,8.02,MDM,5690.77,0.773,0.872,0.844,0.999,0.973,0.971,-0.36,K7.5,1.06,5.0,3870,,,0.0251,0.002,0.022,0.006,0.023,0.007,-43.8,-27.3,,0.5,,,,1,2M,PM J13444+6827
I13445+2457,,206.140259,24.95155,-0.236,-0.093,,,,20.6,12.04,P,8.7,8.09,7.87,MDM,3891.71,0.633,0.819,0.753,0.973,0.89,0.988,0.92,M1.0,0.87,4.5,3570,,,,,0.03,0.008,0.035,0.01,-19.3,-34.7,,0.53,,,,1,2M,PM J13445+2457
I13450+1747,Gl  525,206.271103,17.785694,0.451,-1.832,,,,,9.79,T,7.0,6.4,6.22,UH22,5671.98,0.751,0.887,0.856,0.982,0.965,0.972,-0.37,K7.5,0.94,4.5,3740,,,0.0755,0.001,0.051,0.014,0.054,0.016,89.8,-73.0,,0.43,,,,1,2M,PM J13450+1747
I13455+6058,,206.380661,60.982643,-0.038,0.049,,,23.2,19.99,11.03,T,8.15,7.46,7.32,MDM,5690.77,0.685,0.826,0.751,0.988,0.942,0.936,0.5,M0.5,1.05,4.5,3650,,,0.0317,0.0013,0.035,0.01,0.034,0.01,-8.8,0.7,,0.6,,,,0,2M,PM J13455+6058
I13458+0246,,206.45723,2.776371,-0.157,0.054,,,22.22,19.92,11.49,T,8.66,8.02,7.83,UH22,4885.12,0.76,0.883,0.868,0.983,0.978,0.99,-0.47,K7.5,0.88,4.5,3800,,,,,0.023,0.006,0.026,0.008,-29.7,-11.4,,0.52,,,,1,2M,PM J13458+0246
I13477+2127,,206.926651,21.460489,0.075,-0.083,0.159,-0.2,21.86,19.46,11.58,T,8.22,7.56,7.34,UH22,5671.92,0.733,0.87,0.841,0.974,0.96,0.965,-0.17,M0.0,0.91,4.5,3720,,,0.0357,0.0026,0.03,0.008,0.044,0.013,14.3,-2.4,,0.3,,,,0,2M,PM J13477+2127
I13485+5620,,207.146011,56.335514,-0.35,0.067,,,,20.38,11.9,T,8.61,7.96,7.74,MDM,4955.77,0.576,0.797,0.657,0.971,0.873,0.922,1.52,M1.5,0.98,4.5,3560,,M,,,0.036,0.01,0.035,0.01,-40.7,-23.5,,0.68,,,,1,2M,PM J13485+5620
I13490+0247,GJ 3809 AB,207.254211,2.791301,0.149,-0.312,,,,20.9,11.45,T,7.84,7.24,6.93,MDM,3766.07,0.538,0.765,0.616,0.933,0.844,0.94,2.02,M2.0,0.94,4.5,3440,P,,,,0.057,0.016,0.061,0.018,22.2,-11.8,,0.47,,,,1,2M,PM J13490+0247
I13513+2619,,207.84346,26.325953,-0.033,-0.108,,,,19.57,11.33,T,8.4,7.82,7.61,UH22,5671.94,0.797,0.901,0.893,0.98,0.978,0.974,-0.71,K7.5,0.9,5.0,4000,,,0.0214,0.0025,0.025,0.007,0.031,0.009,9.8,-23.0,,0.56,,,,0,2M,PM J13513+2619
I13518+1247,,207.97052,12.785364,0.097,-0.009,0.123,-0.24,,,12.27,P,8.79,8.18,7.97,UH22,5344.91,0.544,0.757,0.652,0.953,0.862,0.927,1.89,M2.0,0.85,4.5,3510,,,,,0.036,0.01,0.036,0.011,10.2,7.1,,-1.18,Y,,,0,2M,PM J13518+1247
I13526+1425,GJ 3813,208.150909,14.422295,0.047,-0.275,0.0291,-1.0,,20.58,11.81,P,8.01,7.32,7.14,MDM,3767.07,0.512,0.75,0.562,0.94,0.795,0.954,2.5,M2.5,0.99,5.0,3550,P,M,,,0.06,0.016,0.063,0.019,15.3,-14.5,,0.42,,,,1,2M,PM J13526+1425
I13528+6537,Gl  533.1,208.20871,65.622162,-0.553,-0.154,,,,,11.92,T,8.52,7.9,7.72,MDM,4955.78,0.566,0.802,0.65,0.952,0.835,0.943,1.68,M1.5,0.99,4.5,3570,P,,0.0373,0.002,0.039,0.01,0.039,0.012,-40.1,-54.0,,0.4,,,,1,2M,PM J13528+6537
I13529+5636,,208.231689,56.605499,0.078,-0.208,,,23.94,21.01,12.05,T,8.65,8.0,7.8,MDM,4955.78,0.619,0.818,0.716,0.951,0.878,0.96,1.11,M1.0,0.96,4.5,3560,,M,,,0.032,0.009,0.037,0.011,28.9,-11.3,,0.63,,,,1,2M,PM J13529+5636
I13534+1256,Gl  533,208.364853,12.942706,-0.153,-0.646,,,,,9.78,T,6.95,6.34,6.15,UH22,5699.92,0.718,0.862,0.792,0.973,0.941,0.96,0.12,M0.0,1.1,4.5,3760,P,M,0.0477,0.0017,0.057,0.015,0.057,0.017,25.6,-59.5,,0.65,,,,1,2M,PM J13534+1256
I13536+7737,,208.411728,77.618973,0.225,-0.016,0.157,-0.17,21.16,19.44,13.39,P,8.64,8.06,7.8,MDM,3764.03,0.404,0.668,0.416,0.89,0.674,0.812,4.02,M4.0,0.97,5.0,3270,,,,,0.072,0.029,0.078,0.023,10.7,,-2.5,-3.13,Y,,Y,1,2M,PM J13536+7737
I13537+7851,Gl  534.2,208.446609,78.851875,-0.254,0.117,,,22.66,19.36,10.63,T,7.64,6.98,6.81,MDM,4954.81,0.632,0.812,0.762,1.019,0.918,1.059,0.81,M1.0,0.82,4.5,3700,P,,0.0414,0.0012,0.047,0.013,0.046,0.013,-28.9,,-3.1,0.63,,,,1,2M,PM J13537+7851
I13570+2534,,209.256485,25.577177,-0.197,0.012,,,,21.75,12.13,P,8.96,8.26,8.04,UH22,4928.01,0.639,0.828,0.739,0.974,0.928,0.978,0.72,M0.5,0.96,4.5,3630,,,,,0.025,0.007,0.028,0.008,-28.5,-21.5,,0.44,,,,1,2M,PM J13570+2534
I13582+1234,GJ 3817,209.558044,12.578842,-0.335,0.731,,,,22.41,12.41,P,8.27,7.69,7.44,UH22,5344.92,0.424,0.68,0.481,0.929,0.756,0.848,3.5,M3.5,0.9,5.0,3200,P,,0.0884,0.0177,0.072,0.029,0.067,0.02,-35.8,19.0,,-0.02,,,,1,2M,PM J13582+1234
I14011+2621,,210.291473,26.361948,0.047,0.146,,,,21.14,12.28,T,8.93,8.28,8.1,UH22,5672.95,0.681,0.848,0.779,0.972,0.944,0.959,0.31,M0.5,0.98,4.5,3640,,,,,0.024,0.006,0.032,0.009,-12.2,28.1,,0.46,,,,1,2M,PM J14011+2621
I14014+1948,,210.359497,19.802912,-0.275,0.289,,,,20.46,12.0,P,8.97,8.33,8.12,UH22,5671.93,0.711,0.859,0.815,0.971,0.954,0.964,0.04,M0.0,0.94,4.5,3690,,,,,0.022,0.006,0.025,0.007,-81.4,10.4,,0.5,,,,1,2M,PM J14014+1948
I14019+1529,Gl  536.1 A,210.494766,15.494751,0.105,-0.016,,,22.0,19.4,10.63,T,7.73,7.11,6.9,UH22,5672.9,0.701,0.855,0.803,0.973,0.946,0.964,0.16,M0.0,0.96,4.5,3680,P,,0.0361,0.0041,0.04,0.011,0.041,0.012,11.2,7.1,,0.33,,,,0,2M,PM J14019+1529
I14023+1341,GJ 3822,210.581757,13.689657,0.097,-0.14,0.0249,-0.64,22.01,19.21,10.68,T,7.56,6.89,6.71,MDM,4955.8,0.62,0.816,0.698,0.975,0.887,0.945,1.12,M1.0,1.02,4.5,3560,P,M,0.0504,0.002,0.053,0.014,0.051,0.015,14.3,-4.4,,0.61,,,,1,2M,PM J14023+1341
I14025+4620N,Gl  537  B,210.637543,46.340931,0.251,-0.021,0.0828,-0.46,,,10.11,P,6.26,5.65,5.43,MDM,4955.79,0.598,0.806,0.698,0.993,0.893,0.94,1.21,M1.0,0.94,4.5,3560,P,,0.0888,0.0178,0.098,0.026,0.145,0.043,10.5,7.8,,0.56,,,,2,2M,PM J14025+4620N
I14025+4620S,Gl  537  A,210.638077,46.339897,0.547,-0.04,0.0828,-0.46,20.25,17.97,9.86,P,6.27,5.65,5.39,MDM,4955.79,0.616,0.811,0.714,0.974,0.901,0.948,1.06,M1.0,0.94,4.5,3560,P,,0.0888,0.0178,0.094,0.025,0.124,0.036,22.6,17.1,,0.32,,,,2,2M,PM J14025+4620S
I14039+2440,,210.978317,24.67824,-0.06,0.159,,,,21.66,12.64,P,8.94,8.34,8.12,MDM,3891.72,0.497,0.747,0.565,0.949,0.782,0.917,2.6,M2.5,0.95,5.0,3530,,,,,0.04,0.016,0.039,0.011,-17.9,10.1,,0.41,,,,1,2M,PM J14039+2440
I14041+2044,,211.038391,20.742056,-0.108,-0.024,0.0386,-0.69,21.4,19.46,11.79,P,8.59,7.91,7.7,UH22,5671.94,0.625,0.811,0.724,0.961,0.912,0.933,0.96,M1.0,0.93,4.5,3530,,,,,0.032,0.009,0.034,0.01,-9.4,-13.1,,-0.03,,,Y,0,2M,PM J14041+2044
I14062+6918,,211.56192,69.311607,-0.081,-0.18,,,,20.96,12.63,P,8.73,8.1,7.87,MDM,5690.78,0.475,0.728,0.522,0.941,0.766,0.818,2.94,M3.0,0.97,5.0,3400,,M,,,0.049,0.02,0.048,0.014,5.7,-13.0,,0.34,,,Y,1,2M,PM J14062+6918
I14069+7618,,211.733841,76.30201,-0.041,0.063,,,,20.82,11.52,T,8.75,8.12,7.98,MDM,5688.8,0.776,0.868,0.844,0.999,0.962,0.974,-0.28,K7.5,1.05,5.0,3870,,,,,0.023,0.006,0.024,0.007,-13.8,,-6.8,0.86,,,,0,2M,PM J14069+7618
